x,y
1.6885557608246924,2.576837522109619
1.8397691020398264,1.7575977464949968
1.2563847249766942,2.178441305876084
1.257069698687249,1.8044955521347992
0.9630945311364734,1.2324375950578683
1.0641261203418138,1.4147315315081868
1.507026793807488,2.1074745808341118
1.7759182205774389,1.5603128684531167
1.343029787773463,0.6590966765214556
0.46342266792703146,1.3777038084566167
1.3509874596704725,2.3826610335358307
0.5808395734424431,1.9522240790156458
1.3888926278323337,1.3898085593092517
1.4739011852299106,2.211361433639979
1.3962500451759337,2.4363357228611884
0.7002258382157801,0.4996974570402457
1.237389705701429,1.5306129172098624
1.967591706741533,1.4887070919412864
1.607833096502836,1.52621352512166
1.4818177794915135,0.8965111506244184
2.1605501112424466,2.917848204114163
0.2636473414556302,0.6662132647063963
2.2387820040840714,1.13276678925592
2.5930491789446446,2.4639078049234353
1.4655705528432017,0.6541612815846405
2.112519124533767,1.8922140819489455
0.6337371499413446,1.3173683239124148
0.9186151106838265,1.1759705417449828
1.6741875919070275,1.3411214961614915
1.8065804121464883,1.0714278792260221
0.9826668376272154,1.4082263733746154
1.7780814523874822,2.545102597020568
1.4358564326039913,2.2858759810233806
1.2185005608264832,2.110416853424674
0.9924470513533679,1.4943017053128016
1.697726113947407,2.5626582145169707
1.8949801233125776,1.1617495740671304
1.8886267921243063,1.1848399502195206
2.1783788078876607,1.148674293225227
1.9941020317020794,2.118861934789984
0.8326155992686999,1.481663860502462
1.7858488040231788,1.7326790342144045
1.4494908926263177,1.0657997731122946
0.7991069228016588,1.4321539509894259
1.987861250560472,2.052341477013239
1.401231407778951,1.148140680684031
2.357074452829657,1.6448921328074546
2.2943284966392996,1.7331182307164703
1.814626045276352,1.3463854675414098
1.9941336623389392,1.3609663675378871
2.658620859727461,2.336659429098186
1.3508388353848075,1.256916132705308
2.11705012592248,2.8067856780223224
1.8045095736146577,1.210200802893384
2.054474801102596,1.7671020749917075
1.8286879997673895,3.0686571493320005
1.3389882327252993,2.241830738129711
2.306975222658459,2.640250613717119
0.9216756115391315,1.5090360324517813
0.41326086161901876,0.9305505260976563
1.8416038297324233,2.288105093696909
0.9289103832772456,1.3531052705562256
1.7234402073631923,1.8686952146915707
1.6849104889706448,3.008870122257469
